
======================================================================
  Ensun.io FULL Scraper — FirmsLedger
======================================================================
  Slugs to process  : 8,535
  Already done      : 0 (skipped)
  Companies / cat   : 10
  Concurrency       : 3 parallel browsers
  Est. time         : ~189 minutes
======================================================================

  [    1/8535]   0.0%  –  chemicals-petrochemicals                  0 companies  (site: ?)
  [ 1037/8535]  12.1%  –  sports-shoes                              0 companies  (site: ?)
  [ 1038/8535]  12.2%  –  formal-wear                               0 companies  (site: ?)
  [ 1039/8535]  12.2%  –  business-suits                            0 companies  (site: ?)
  [ 1040/8535]  12.2%  –  ties                                      0 companies  (site: ?)
  [ 1041/8535]  12.2%  –  formal-shirts                             0 companies  (site: ?)
  [ 1042/8535]  12.2%  –  dress-pants                               0 companies  (site: ?)
  [ 1043/8535]  12.2%  ✓  underwear                                 10 companies  (site: 2471)
  [ 1044/8535]  12.2%  –  innerwear                                 0 companies  (site: ?)
  [ 1045/8535]  12.2%  ✓  lingerie                                  10 companies  (site: 100)
  [ 1046/8535]  12.3%  –  stockings                                 0 companies  (site: ?)
  [ 1047/8535]  12.3%  ✓  socks                                     10 companies  (site: ?)
  [ 1048/8535]  12.3%  –  tights                                    0 companies  (site: ?)
  [ 1049/8535]  12.3%  –  sleepwear                                 0 companies  (site: ?)
  [ 1050/8535]  12.3%  –  pajamas                                   0 companies  (site: ?)
  [ 1051/8535]  12.3%  –  nightgowns                                0 companies  (site: ?)
  [ 1052/8535]  12.3%  –  robes                                     0 companies  (site: ?)
  [ 1053/8535]  12.3%  –  kids-clothing                             0 companies  (site: ?)
  [ 1054/8535]  12.3%  ✓  loungewear                                10 companies  (site: 3527)
  [ 1055/8535]  12.4%  –  baby-clothes                              0 companies  (site: ?)
  [ 1056/8535]  12.4%  –  school-uniforms                           0 companies  (site: ?)
  [ 1057/8535]  12.4%  –  children-sportswear                       0 companies  (site: ?)
  [ 1058/8535]  12.4%  –  work-wear                                 0 companies  (site: ?)
  [ 1059/8535]  12.4%  –  industrial-uniforms                       0 companies  (site: ?)
  [ 1060/8535]  12.4%  –  safety-clothing                           0 companies  (site: ?)
  [ 1061/8535]  12.4%  –  fr-clothing                               0 companies  (site: ?)
  [ 1062/8535]  12.4%  ✓  high-visibility-clothing                  10 companies  (site: ?)
  [ 1063/8535]  12.5%  –  leather-shoes                             0 companies  (site: ?)
  [ 1064/8535]  12.5%  ✓  footwear                                  10 companies  (site: 100)
  [ 1065/8535]  12.5%  –  slippers                                  0 companies  (site: ?)
  [ 1066/8535]  12.5%  ✓  sandals                                   10 companies  (site: 2028)
  [ 1067/8535]  12.5%  ✓  boots                                     10 companies  (site: 1494)
  [ 1068/8535]  12.5%  –  heels                                     0 companies  (site: ?)
  [ 1069/8535]  12.5%  –  bags                                      0 companies  (site: ?)
  [ 1070/8535]  12.5%  ✓  sneakers                                  10 companies  (site: 1997)
  [ 1071/8535]  12.5%  –  handbags                                  0 companies  (site: ?)
  [ 1072/8535]  12.6%  –  backpacks                                 0 companies  (site: ?)
  [ 1073/8535]  12.6%  –  wallets                                   0 companies  (site: ?)
  [ 1074/8535]  12.6%  –  luggage                                   0 companies  (site: ?)
  [ 1075/8535]  12.6%  –  travel-bags                               0 companies  (site: ?)
  [ 1076/8535]  12.6%  –  laptop-bags                               0 companies  (site: ?)
  [ 1077/8535]  12.6%  –  leather-goods                             0 companies  (site: ?)
  [ 1078/8535]  12.6%  –  leather-jackets                           0 companies  (site: ?)
  [ 1079/8535]  12.6%  ✓  belts                                     10 companies  (site: 1630)
  [ 1080/8535]  12.7%  –  gloves                                    0 companies  (site: ?)
  [ 1081/8535]  12.7%  ✓  watch-straps                              10 companies  (site: ?)
  [ 1082/8535]  12.7%  –  home-textiles                             0 companies  (site: ?)
  [ 1083/8535]  12.7%  –  bedsheets                                 0 companies  (site: ?)
  [ 1084/8535]  12.7%  –  pillow-covers                             0 companies  (site: ?)
  [ 1085/8535]  12.7%  –  duvet-covers                              0 companies  (site: ?)
  [ 1086/8535]  12.7%  –  blankets                                  0 companies  (site: ?)
  [ 1087/8535]  12.7%  –  towels                                    0 companies  (site: ?)
  [ 1088/8535]  12.7%  –  carpets                                   0 companies  (site: ?)
  [ 1089/8535]  12.8%  ✓  curtains                                  10 companies  (site: 5049)
  [ 1090/8535]  12.8%  –  rugs                                      0 companies  (site: ?)
  [ 1091/8535]  12.8%  –  medical-textiles                          0 companies  (site: ?)
  [ 1092/8535]  12.8%  –  protective-textiles                       0 companies  (site: ?)
  [ 1093/8535]  12.8%  –  automotive-textiles                       0 companies  (site: ?)
  [ 1094/8535]  12.8%  –  construction-textiles                     0 companies  (site: ?)
  [ 1095/8535]  12.8%  –  buttons                                   0 companies  (site: ?)
  [ 1096/8535]  12.8%  –  elastic                                   0 companies  (site: ?)
  [ 1097/8535]  12.9%  –  labels                                    0 companies  (site: ?)
  [ 1098/8535]  12.9%  –  trims                                     0 companies  (site: ?)
  [ 1099/8535]  12.9%  ✓  zipper                                    10 companies  (site: 1112)
  [ 1100/8535]  12.9%  –  embroidery                                0 companies  (site: ?)
  [ 1101/8535]  12.9%  –  ribbons                                   0 companies  (site: ?)
  [ 1102/8535]  12.9%  ✓  lace                                      10 companies  (site: 2034)
  [ 1103/8535]  12.9%  –  dyes-for-textiles                         0 companies  (site: ?)
  [ 1104/8535]  12.9%  –  textile-chemicals                         0 companies  (site: ?)
  [ 1105/8535]  12.9%  –  finishing-agents                          0 companies  (site: ?)
  [ 1106/8535]  13.0%  –  sizing-agents                             0 companies  (site: ?)
  [ 1107/8535]  13.0%  –  garment-machinery                         0 companies  (site: ?)
  [ 1108/8535]  13.0%  –  sewing-machines                           0 companies  (site: ?)
  [ 1109/8535]  13.0%  –  embroidery-machines                       0 companies  (site: ?)
  [ 1110/8535]  13.0%  –  cutting-machines                          0 companies  (site: ?)
  [ 1111/8535]  13.0%  –  pressing-equipment                        0 companies  (site: ?)
  [ 1112/8535]  13.0%  –  passenger-cars                            0 companies  (site: ?)
  [ 1113/8535]  13.0%  –  suvs                                      0 companies  (site: ?)
  [ 1114/8535]  13.1%  –  pickup-trucks                             0 companies  (site: ?)
  [ 1115/8535]  13.1%  –  vans                                      0 companies  (site: ?)
  [ 1116/8535]  13.1%  –  minibuses                                 0 companies  (site: ?)
  [ 1117/8535]  13.1%  –  commercial-vehicles                       0 companies  (site: ?)
  [ 1118/8535]  13.1%  –  trucks                                    0 companies  (site: ?)
  [ 1119/8535]  13.1%  –  buses                                     0 companies  (site: ?)
  [ 1120/8535]  13.1%  –  trailers                                  0 companies  (site: ?)
  [ 1121/8535]  13.1%  –  tankers                                   0 companies  (site: ?)
  [ 1122/8535]  13.1%  –  tippers                                   0 companies  (site: ?)
  [ 1123/8535]  13.2%  –  two-wheelers                              0 companies  (site: ?)
  [ 1124/8535]  13.2%  –  motorcycles                               0 companies  (site: ?)
  [ 1125/8535]  13.2%  –  scooters                                  0 companies  (site: ?)
  [ 1126/8535]  13.2%  –  electric-scooters                         0 companies  (site: ?)
  [ 1127/8535]  13.2%  –  electric-bikes                            0 companies  (site: ?)
  [ 1128/8535]  13.2%  –  bicycles                                  0 companies  (site: ?)
  [ 1129/8535]  13.2%  –  electric-vehicles                         0 companies  (site: ?)
  [ 1130/8535]  13.2%  –  electric-cars                             0 companies  (site: ?)
  [ 1131/8535]  13.3%  –  electric-buses                            0 companies  (site: ?)
  [ 1132/8535]  13.3%  –  electric-trucks                           0 companies  (site: ?)
  [ 1133/8535]  13.3%  –  e-rickshaws                               0 companies  (site: ?)
  [ 1134/8535]  13.3%  –  auto-parts                                0 companies  (site: ?)
  [ 1135/8535]  13.3%  –  engine-parts                              0 companies  (site: ?)
  [ 1136/8535]  13.3%  –  transmission-parts                        0 companies  (site: ?)
  [ 1137/8535]  13.3%  –  brake-parts                               0 companies  (site: ?)
  [ 1138/8535]  13.3%  –  suspension-parts                          0 companies  (site: ?)
  [ 1139/8535]  13.3%  –  engines                                   0 companies  (site: ?)
  [ 1140/8535]  13.4%  –  diesel-engines                            0 companies  (site: ?)
  [ 1141/8535]  13.4%  –  petrol-engines                            0 companies  (site: ?)
  [ 1142/8535]  13.4%  –  transmission                              0 companies  (site: ?)
  [ 1143/8535]  13.4%  –  electric-motors                           0 companies  (site: ?)
  [ 1144/8535]  13.4%  –  gas-engines                               0 companies  (site: ?)
  [ 1145/8535]  13.4%  –  gearboxes                                 0 companies  (site: ?)
  [ 1146/8535]  13.4%  –  clutches                                  0 companies  (site: ?)
  [ 1147/8535]  13.4%  –  driveshafts                               0 companies  (site: ?)
  [ 1148/8535]  13.5%  –  differentials                             0 companies  (site: ?)
  [ 1149/8535]  13.5%  –  brakes                                    0 companies  (site: ?)
  [ 1150/8535]  13.5%  –  disc-brakes                               0 companies  (site: ?)
  [ 1151/8535]  13.5%  –  drum-brakes                               0 companies  (site: ?)
  [ 1152/8535]  13.5%  –  brake-pads                                0 companies  (site: ?)
  [ 1153/8535]  13.5%  –  brake-rotors                              0 companies  (site: ?)
  [ 1154/8535]  13.5%  –  abs                                       0 companies  (site: ?)
  [ 1155/8535]  13.5%  –  shock-absorbers                           0 companies  (site: ?)
  [ 1156/8535]  13.5%  ✓  suspension                                10 companies  (site: 1132)
  [ 1157/8535]  13.6%  –  struts                                    0 companies  (site: ?)
  [ 1158/8535]  13.6%  –  stabilizer-bars                           0 companies  (site: ?)
  [ 1159/8535]  13.6%  –  control-arms                              0 companies  (site: ?)
  [ 1160/8535]  13.6%  –  steering                                  0 companies  (site: ?)
  [ 1161/8535]  13.6%  –  power-steering                            0 companies  (site: ?)
  [ 1162/8535]  13.6%  –  electric-power-steering                   0 companies  (site: ?)
  [ 1163/8535]  13.6%  –  steering-wheels                           0 companies  (site: ?)
  [ 1164/8535]  13.6%  –  tie-rods                                  0 companies  (site: ?)
  [ 1165/8535]  13.6%  –  tires                                     0 companies  (site: ?)
  [ 1166/8535]  13.7%  –  car-tires                                 0 companies  (site: ?)
  [ 1167/8535]  13.7%  –  truck-tires                               0 companies  (site: ?)
  [ 1168/8535]  13.7%  –  two-wheeler-tires                         0 companies  (site: ?)
  [ 1169/8535]  13.7%  –  off-road-tires                            0 companies  (site: ?)
  [ 1170/8535]  13.7%  –  run-flat-tires                            0 companies  (site: ?)
  [ 1171/8535]  13.7%  –  wheels                                    0 companies  (site: ?)
  [ 1172/8535]  13.7%  –  alloy-wheels                              0 companies  (site: ?)
  [ 1173/8535]  13.7%  –  steel-wheels                              0 companies  (site: ?)
  [ 1174/8535]  13.8%  –  chrome-wheels                             0 companies  (site: ?)
  [ 1175/8535]  13.8%  –  off-road-wheels                           0 companies  (site: ?)
  [ 1176/8535]  13.8%  –  batteries-for-vehicles                    0 companies  (site: ?)
  [ 1177/8535]  13.8%  –  lead-acid-automotive-batteries            0 companies  (site: ?)
  [ 1178/8535]  13.8%  –  lithium-ev-batteries                      0 companies  (site: ?)
  [ 1179/8535]  13.8%  –  agm-batteries                             0 companies  (site: ?)
  [ 1180/8535]  13.8%  –  exhaust-systems                           0 companies  (site: ?)
  [ 1181/8535]  13.8%  –  mufflers                                  0 companies  (site: ?)
  [ 1182/8535]  13.8%  –  catalytic-converters                      0 companies  (site: ?)
  [ 1183/8535]  13.9%  –  exhaust-manifolds                         0 companies  (site: ?)
  [ 1184/8535]  13.9%  –  fuel-systems                              0 companies  (site: ?)
  [ 1185/8535]  13.9%  –  fuel-injectors                            0 companies  (site: ?)
  [ 1186/8535]  13.9%  –  fuel-pumps                                0 companies  (site: ?)
  [ 1187/8535]  13.9%  –  carburetors                               0 companies  (site: ?)
  [ 1188/8535]  13.9%  –  fuel-tanks                                0 companies  (site: ?)
  [ 1189/8535]  13.9%  –  cooling-systems                           0 companies  (site: ?)
  [ 1190/8535]  13.9%  –  radiators                                 0 companies  (site: ?)
  [ 1191/8535]  14.0%  –  water-pumps                               0 companies  (site: ?)
  [ 1192/8535]  14.0%  –  thermostats                               0 companies  (site: ?)
  [ 1193/8535]  14.0%  –  coolant                                   0 companies  (site: ?)
  [ 1194/8535]  14.0%  –  electrical-auto-parts                     0 companies  (site: ?)
  [ 1195/8535]  14.0%  –  alternators                               0 companies  (site: ?)
  [ 1196/8535]  14.0%  –  starters                                  0 companies  (site: ?)
  [ 1197/8535]  14.0%  –  ignition-coils                            0 companies  (site: ?)
  [ 1198/8535]  14.0%  –  spark-plugs                               0 companies  (site: ?)
  [ 1199/8535]  14.0%  –  windshields                               0 companies  (site: ?)
  [ 1200/8535]  14.1%  ✓  auto-glass                                10 companies  (site: 100)
  [ 1201/8535]  14.1%  –  side-windows                              0 companies  (site: ?)
  [ 1202/8535]  14.1%  –  rear-windows                              0 companies  (site: ?)
  [ 1203/8535]  14.1%  –  body-parts                                0 companies  (site: ?)
  [ 1204/8535]  14.1%  –  sunroofs                                  0 companies  (site: ?)
  [ 1205/8535]  14.1%  –  bumpers                                   0 companies  (site: ?)
  [ 1206/8535]  14.1%  –  fenders                                   0 companies  (site: ?)
  [ 1207/8535]  14.1%  –  hoods                                     0 companies  (site: ?)
  [ 1208/8535]  14.2%  –  grilles                                   0 companies  (site: ?)
  [ 1209/8535]  14.2%  –  interior-parts                            0 companies  (site: ?)
  [ 1210/8535]  14.2%  –  seats                                     0 companies  (site: ?)
  [ 1211/8535]  14.2%  –  dashboards                                0 companies  (site: ?)
  [ 1212/8535]  14.2%  –  steering-covers                           0 companies  (site: ?)
  [ 1213/8535]  14.2%  –  floor-mats                                0 companies  (site: ?)
  [ 1214/8535]  14.2%  –  car-covers                                0 companies  (site: ?)
  [ 1215/8535]  14.2%  –  lubricants-for-auto                       0 companies  (site: ?)
  [ 1216/8535]  14.2%  –  brake-fluid                               0 companies  (site: ?)
  [ 1217/8535]  14.3%  –  car-audio                                 0 companies  (site: ?)
  [ 1218/8535]  14.3%  –  head-units                                0 companies  (site: ?)
  [ 1219/8535]  14.3%  –  speakers                                  0 companies  (site: ?)
  [ 1220/8535]  14.3%  –  amplifiers                                0 companies  (site: ?)
  [ 1221/8535]  14.3%  –  subwoofers                                0 companies  (site: ?)
  [ 1222/8535]  14.3%  –  gps-navigation                            0 companies  (site: ?)
  [ 1223/8535]  14.3%  –  car-cameras                               0 companies  (site: ?)
  [ 1224/8535]  14.3%  –  dash-cams                                 0 companies  (site: ?)
  [ 1225/8535]  14.4%  –  parking-cameras                           0 companies  (site: ?)
  [ 1226/8535]  14.4%  –  360-cameras                               0 companies  (site: ?)
  [ 1227/8535]  14.4%  –  driver-assistance-systems                 0 companies  (site: ?)
  [ 1228/8535]  14.4%  –  auto-accessories                          0 companies  (site: ?)
  [ 1229/8535]  14.4%  –  car-chargers                              0 companies  (site: ?)
  [ 1230/8535]  14.4%  –  car-vacuum-cleaners                       0 companies  (site: ?)
  [ 1231/8535]  14.4%  –  car-air-fresheners                        0 companies  (site: ?)
  [ 1232/8535]  14.4%  –  car-seat-covers                           0 companies  (site: ?)
  [ 1233/8535]  14.4%  –  fleet-management-software                 0 companies  (site: ?)
  [ 1234/8535]  14.5%  –  automotive-erp                            0 companies  (site: ?)
  [ 1235/8535]  14.5%  –  dealer-management-systems                 0 companies  (site: ?)
  [ 1236/8535]  14.5%  ✓  telematics                                10 companies  (site: 100)
  [ 1237/8535]  14.5%  –  auto-repair-equipment                     0 companies  (site: ?)
  [ 1238/8535]  14.5%  –  lifts                                     0 companies  (site: ?)
  [ 1239/8535]  14.5%  –  wheel-aligners                            0 companies  (site: ?)
  [ 1240/8535]  14.5%  –  tire-changers                             0 companies  (site: ?)
  [ 1241/8535]  14.5%  –  diagnostic-tools                          0 companies  (site: ?)
  [ 1242/8535]  14.6%  –  ev-charging-equipment                     0 companies  (site: ?)
  [ 1243/8535]  14.6%  –  ac-chargers                               0 companies  (site: ?)
  [ 1244/8535]  14.6%  –  dc-fast-chargers                          0 companies  (site: ?)
  [ 1245/8535]  14.6%  –  wireless-chargers                         0 companies  (site: ?)
  [ 1246/8535]  14.6%  –  charging-software                         0 companies  (site: ?)
  [ 1247/8535]  14.6%  –  seeds                                     0 companies  (site: ?)
  [ 1248/8535]  14.6%  –  hybrid-seeds                              0 companies  (site: ?)
  [ 1249/8535]  14.6%  –  gm-seeds                                  0 companies  (site: ?)
  [ 1250/8535]  14.6%  –  vegetable-seeds                           0 companies  (site: ?)
  [ 1251/8535]  14.7%  –  flower-seeds                              0 companies  (site: ?)
  [ 1252/8535]  14.7%  –  grass-seeds                               0 companies  (site: ?)
  [ 1253/8535]  14.7%  –  cereal-seeds                              0 companies  (site: ?)
  [ 1254/8535]  14.7%  –  urea                                      0 companies  (site: ?)
  [ 1255/8535]  14.7%  –  dap                                       0 companies  (site: ?)
  [ 1256/8535]  14.7%  –  npk-fertilizers                           0 companies  (site: ?)
  [ 1257/8535]  14.7%  –  organic-fertilizers                       0 companies  (site: ?)
  [ 1258/8535]  14.7%  –  liquid-fertilizers                        0 companies  (site: ?)
  [ 1259/8535]  14.8%  ✓  compost                                   10 companies  (site: ?)
  [ 1260/8535]  14.8%  –  pesticides-for-agriculture                0 companies  (site: ?)
  [ 1261/8535]  14.8%  –  insecticides-for-crops                    0 companies  (site: ?)
  [ 1262/8535]  14.8%  –  herbicides-for-crops                      0 companies  (site: ?)
  [ 1263/8535]  14.8%  –  fungicides-for-crops                      0 companies  (site: ?)
  [ 1264/8535]  14.8%  –  nematicides                               0 companies  (site: ?)
  [ 1265/8535]  14.8%  –  rodenticides                              0 companies  (site: ?)
  [ 1266/8535]  14.8%  –  drip-irrigation                           0 companies  (site: ?)
  [ 1267/8535]  14.8%  –  sprinkler-irrigation                      0 companies  (site: ?)
  [ 1268/8535]  14.9%  –  center-pivot                              0 companies  (site: ?)
  [ 1269/8535]  14.9%  –  surface-irrigation                        0 companies  (site: ?)
  [ 1270/8535]  14.9%  –  tractors                                  0 companies  (site: ?)
  [ 1271/8535]  14.9%  –  mini-tractors                             0 companies  (site: ?)
  [ 1272/8535]  14.9%  –  agricultural-tractors                     0 companies  (site: ?)
  [ 1273/8535]  14.9%  –  tractor-implements                        0 companies  (site: ?)
  [ 1274/8535]  14.9%  –  ploughs                                   0 companies  (site: ?)
  [ 1275/8535]  14.9%  –  harrows                                   0 companies  (site: ?)
  [ 1276/8535]  15.0%  –  cultivators                               0 companies  (site: ?)
  [ 1277/8535]  15.0%  –  combine-harvesters                        0 companies  (site: ?)
  [ 1278/8535]  15.0%  –  rice-transplanters                        0 companies  (site: ?)
  [ 1279/8535]  15.0%  –  maize-harvesters                          0 companies  (site: ?)
  [ 1280/8535]  15.0%  –  cotton-pickers                            0 companies  (site: ?)
  [ 1281/8535]  15.0%  –  sugarcane-harvesters                      0 companies  (site: ?)
  [ 1282/8535]  15.0%  –  agricultural-sprayers                     0 companies  (site: ?)
  [ 1283/8535]  15.0%  –  knapsack-sprayers                         0 companies  (site: ?)
  [ 1284/8535]  15.0%  –  boom-sprayers                             0 companies  (site: ?)
  [ 1285/8535]  15.1%  –  drone-sprayers                            0 companies  (site: ?)
  [ 1286/8535]  15.1%  –  mist-blowers                              0 companies  (site: ?)
  [ 1287/8535]  15.1%  ✓  greenhouses                               10 companies  (site: 100)
  [ 1288/8535]  15.1%  –  poly-houses                               0 companies  (site: ?)
  [ 1289/8535]  15.1%  –  shade-nets                                0 companies  (site: ?)
  [ 1290/8535]  15.1%  –  mulch-films                               0 companies  (site: ?)
  [ 1291/8535]  15.1%  –  row-covers                                0 companies  (site: ?)
  [ 1292/8535]  15.1%  –  hydroponics                               0 companies  (site: ?)
  [ 1293/8535]  15.1%  –  aquaponics                                0 companies  (site: ?)
  [ 1294/8535]  15.2%  –  controlled-environment-agriculture        0 companies  (site: ?)
  [ 1295/8535]  15.2%  ✓  vertical-farming                          10 companies  (site: 100)
  [ 1296/8535]  15.2%  –  poultry-farming                           0 companies  (site: ?)
  [ 1297/8535]  15.2%  –  broiler-farming                           0 companies  (site: ?)
  [ 1298/8535]  15.2%  –  layer-farming                             0 companies  (site: ?)
  [ 1299/8535]  15.2%  –  hatchery-equipment                        0 companies  (site: ?)
  [ 1300/8535]  15.2%  ✓  poultry-feed                              10 companies  (site: ?)
  [ 1301/8535]  15.2%  –  dairy-farming                             0 companies  (site: ?)
  [ 1302/8535]  15.3%  –  milking-machines                          0 companies  (site: ?)
  [ 1303/8535]  15.3%  –  milk-cooling                              0 companies  (site: ?)
  [ 1304/8535]  15.3%  –  cattle-feed                               0 companies  (site: ?)
  [ 1305/8535]  15.3%  –  veterinary-products                       0 companies  (site: ?)
  [ 1306/8535]  15.3%  –  fish-farming                              0 companies  (site: ?)
  [ 1307/8535]  15.3%  –  shrimp-farming                            0 companies  (site: ?)
  [ 1308/8535]  15.3%  ✓  aquaculture                               10 companies  (site: 100)
  [ 1309/8535]  15.3%  –  fish-feed                                 0 companies  (site: ?)
  [ 1310/8535]  15.3%  –  aeration-equipment                        0 companies  (site: ?)
  [ 1311/8535]  15.4%  –  pig-farming                               0 companies  (site: ?)
  [ 1312/8535]  15.4%  –  goat-farming                              0 companies  (site: ?)
  [ 1313/8535]  15.4%  –  sheep-farming                             0 companies  (site: ?)
  [ 1314/8535]  15.4%  –  animal-feed                               0 companies  (site: ?)
  [ 1315/8535]  15.4%  ✓  livestock-equipment                       10 companies  (site: 9000)
  [ 1316/8535]  15.4%  –  precision-agriculture                     0 companies  (site: ?)
  [ 1317/8535]  15.4%  –  farm-management-software                  0 companies  (site: ?)
  [ 1318/8535]  15.4%  –  gps-for-agriculture                       0 companies  (site: ?)
  [ 1319/8535]  15.5%  –  post-harvest-equipment                    0 companies  (site: ?)
  [ 1320/8535]  15.5%  –  grain-dryers                              0 companies  (site: ?)
  [ 1321/8535]  15.5%  –  grain-storage-silos                       0 companies  (site: ?)
  [ 1322/8535]  15.5%  –  threshers                                 0 companies  (site: ?)
  [ 1323/8535]  15.5%  –  winnowers                                 0 companies  (site: ?)
  [ 1324/8535]  15.5%  –  shellers                                  0 companies  (site: ?)
  [ 1325/8535]  15.5%  –  cold-chain-for-agriculture                0 companies  (site: ?)
  [ 1326/8535]  15.5%  –  refrigerated-transport                    0 companies  (site: ?)
  [ 1327/8535]  15.5%  –  pre-cooling                               0 companies  (site: ?)
  [ 1328/8535]  15.6%  –  cold-storage-for-produce                  0 companies  (site: ?)
  [ 1329/8535]  15.6%  –  soil-sensors                              0 companies  (site: ?)
  [ 1330/8535]  15.6%  –  agricultural-lab-equipment                0 companies  (site: ?)
  [ 1331/8535]  15.6%  –  agri-analytics                            0 companies  (site: ?)
  [ 1332/8535]  15.6%  –  organic-farming                           0 companies  (site: ?)
  [ 1333/8535]  15.6%  –  natural-farming                           0 companies  (site: ?)
  [ 1334/8535]  15.6%  –  biodynamic-farming                        0 companies  (site: ?)
  [ 1335/8535]  15.6%  –  integrated-pest-management                0 companies  (site: ?)
  [ 1336/8535]  15.7%  –  agricultural-films                        0 companies  (site: ?)
  [ 1337/8535]  15.7%  –  silage-films                              0 companies  (site: ?)
  [ 1338/8535]  15.7%  –  greenhouse-films                          0 companies  (site: ?)
  [ 1339/8535]  15.7%  –  stretch-films                             0 companies  (site: ?)
  [ 1340/8535]  15.7%  ✓  beekeeping                                10 companies  (site: 100)
  [ 1341/8535]  15.7%  –  honey-processing                          0 companies  (site: ?)
  [ 1342/8535]  15.7%  –  apiculture-equipment                      0 companies  (site: ?)
  [ 1343/8535]  15.7%  –  plantation-crops                          0 companies  (site: ?)
  [ 1344/8535]  15.7%  –  tea-cultivation                           0 companies  (site: ?)
  [ 1345/8535]  15.8%  –  coffee-cultivation                        0 companies  (site: ?)
  [ 1346/8535]  15.8%  –  rubber-cultivation                        0 companies  (site: ?)
  [ 1347/8535]  15.8%  –  spice-farming                             0 companies  (site: ?)
  [ 1348/8535]  15.8%  –  floriculture                              0 companies  (site: ?)
  [ 1349/8535]  15.8%  –  cut-flowers                               0 companies  (site: ?)
  [ 1350/8535]  15.8%  –  nurseries                                 0 companies  (site: ?)
  [ 1351/8535]  15.8%  –  landscaping-plants                        0 companies  (site: ?)
  [ 1352/8535]  15.8%  –  seeds-for-flowers                         0 companies  (site: ?)
  [ 1353/8535]  15.9%  –  iron-ore                                  0 companies  (site: ?)
  [ 1354/8535]  15.9%  ✓  coal                                      10 companies  (site: 100)
  [ 1355/8535]  15.9%  –  copper-ore                                0 companies  (site: ?)
  [ 1356/8535]  15.9%  –  bauxite                                   0 companies  (site: ?)
  [ 1357/8535]  15.9%  –  manganese-ore                             0 companies  (site: ?)
  [ 1358/8535]  15.9%  –  zinc-ore                                  0 companies  (site: ?)
  [ 1359/8535]  15.9%  –  lead-ore                                  0 companies  (site: ?)
  [ 1360/8535]  15.9%  –  nickel-ore                                0 companies  (site: ?)
  [ 1361/8535]  15.9%  –  chromite                                  0 companies  (site: ?)
  [ 1362/8535]  16.0%  ✓  silver                                    10 companies  (site: 100)
  [ 1363/8535]  16.0%  ✓  platinum                                  10 companies  (site: 100)
  [ 1364/8535]  16.0%  ✓  palladium                                 10 companies  (site: 100)
  [ 1365/8535]  16.0%  ✓  rhodium                                   10 companies  (site: 100)
  [ 1366/8535]  16.0%  ✓  gold                                      10 companies  (site: 100)
  [ 1367/8535]  16.0%  –  precious-metals                           0 companies  (site: ?)
  [ 1368/8535]  16.0%  –  steel-products                            0 companies  (site: ?)
  [ 1369/8535]  16.0%  –  hr-coils                                  0 companies  (site: ?)
  [ 1370/8535]  16.1%  –  cr-coils                                  0 companies  (site: ?)
  [ 1371/8535]  16.1%  –  galvanized-coils                          0 companies  (site: ?)
  [ 1372/8535]  16.1%  –  stainless-steel-coils                     0 companies  (site: ?)
  [ 1373/8535]  16.1%  –  steel-plates                              0 companies  (site: ?)
  [ 1374/8535]  16.1%  –  steel-tubes                               0 companies  (site: ?)
  [ 1375/8535]  16.1%  –  aluminum                                  0 companies  (site: ?)
  [ 1376/8535]  16.1%  –  aluminum-ingots                           0 companies  (site: ?)
  [ 1377/8535]  16.1%  –  aluminum-sheets                           0 companies  (site: ?)
  [ 1378/8535]  16.1%  ✓  aluminum-foil                             10 companies  (site: ?)
  [ 1379/8535]  16.2%  –  aluminum-profiles                         0 companies  (site: ?)
  [ 1380/8535]  16.2%  –  aluminum-extrusions                       0 companies  (site: ?)
  [ 1381/8535]  16.2%  –  copper-products                           0 companies  (site: ?)
  [ 1382/8535]  16.2%  ✓  copper-wire                               10 companies  (site: 100)
  [ 1383/8535]  16.2%  –  copper-tubes                              0 companies  (site: ?)
  [ 1384/8535]  16.2%  –  copper-sheets                             0 companies  (site: ?)
  [ 1385/8535]  16.2%  ✓  brass                                     10 companies  (site: ?)
  [ 1386/8535]  16.2%  ✓  bronze                                    10 companies  (site: ?)
  [ 1387/8535]  16.3%  –  zinc-products                             0 companies  (site: ?)
  [ 1388/8535]  16.3%  –  zinc-ingots                               0 companies  (site: ?)
  [ 1389/8535]  16.3%  –  galvanized-products                       0 companies  (site: ?)
  [ 1390/8535]  16.3%  –  zinc-sheets                               0 companies  (site: ?)
  [ 1391/8535]  16.3%  –  titanium-alloys                           0 companies  (site: ?)
  [ 1392/8535]  16.3%  –  titanium-tubes                            0 companies  (site: ?)
  [ 1393/8535]  16.3%  ✓  titanium                                  10 companies  (site: 100)
  [ 1394/8535]  16.3%  –  titanium-sheets                           0 companies  (site: ?)
  [ 1395/8535]  16.3%  –  aerospace-grade-titanium                  0 companies  (site: ?)
  [ 1396/8535]  16.4%  –  nickel-alloys                             0 companies  (site: ?)
  [ 1397/8535]  16.4%  ✓  inconel                                   10 companies  (site: 6636)
  [ 1398/8535]  16.4%  ✓  monel                                     10 companies  (site: 4369)
  [ 1399/8535]  16.4%  ✓  hastelloy                                 10 companies  (site: 8354)
  [ 1400/8535]  16.4%  –  super-alloys                              0 companies  (site: ?)
